id,speed
154,10.191034
155,23.06275
156,39.145557
157,46.611862
158,43.081062
159,46.88251
160,49.32563
161,50.023552
162,48.83154
163,48.050114
164,44.865982
165,26.089054
166,14.329555
167,21.805407
168,19.329386
169,19.740774
170,13.159463
171,12.422133
172,44.87398
173,47.532673
174,44.080956
175,25.289587
176,17.805561
177,15.686303
178,18.116146
179,10.26155
180,47.390354
181,48.268368
182,48.606388
183,47.894222
184,40.05904
185,20.203947
186,18.818071
187,39.098804
188,30.71344
189,47.899216
190,43.791286
191,44.049374
192,38.125587
193,37.21665
194,34.675663
195,36.750057
196,36.275955
197,43.636406
198,37.83253
199,47.96962
200,46.12318
201,26.016321
202,25.99156
203,16.43723
204,20.375214
205,21.55738
206,40.595398
207,41.684338
208,49.09404
209,49.43812
210,47.792732
211,47.64468
212,24.342314
213,12.0445385
214,20.431232
215,21.135122
216,17.05455
217,22.044535
218,44.321484
219,48.33451
220,46.857468
221,44.50378
222,27.440683
223,17.744368
224,10.804876
225,26.146507
226,47.314583
227,48.043484
228,14.809573
229,24.002298
230,21.266935
231,18.925924
232,44.828007
233,48.870766
234,47.171326
235,19.818731
236,25.843647
237,19.568901
238,20.679155
239,43.099976
240,33.070724
241,36.971504
242,49.72193
243,50.19632
244,49.251976
245,49.359936
246,29.180332
247,20.552408
248,19.126715
249,17.658773
250,17.017462
251,31.46997
252,42.004642
253,28.888935
254,29.721237
255,47.006138
256,46.58493
257,46.183517
258,44.534515
259,43.109608
260,42.34449
261,40.282486
262,36.70001
263,41.71092
264,31.466528
265,41.460354
266,47.903126
267,44.098297
268,19.22521
269,20.004557
270,18.219503
271,17.66589
272,19.818327
273,16.43575
274,46.06363
275,47.393223
276,48.05878
277,47.498306
278,26.734179
279,14.478856
280,14.343851
281,22.466766
282,20.000912
283,18.354734
284,16.150063
285,14.47235
286,48.037228
287,47.705044
288,12.695396
289,15.486345
290,15.979188
291,11.510387
292,10.844607
293,21.798584
294,45.82455
295,48.35809
296,49.18207
297,32.707027
298,22.041939
299,34.396885
300,25.824646
301,20.831467
302,23.15274
303,43.12024
304,41.137848
305,49.596996
306,48.383045
307,48.97049
308,44.831684
309,29.392122
310,16.388325
311,9.22204
312,43.006126
313,36.002193
314,38.27806
315,49.83791
316,46.41833
317,39.020138
318,31.262846
319,30.67106
320,42.881115
321,46.438625
322,47.099148
323,46.694546
324,45.1251
325,42.68762
326,42.607285
327,42.0836
328,41.880142
329,36.536274
330,35.598312
331,41.81084
332,43.04084
333,36.623413
334,35.168888
335,42.076275
336,47.52997
337,47.35124
338,15.2003975
339,19.16948
340,21.189934
341,25.226921
342,44.048946
343,43.59904
344,48.81827
345,48.703384
346,48.21362
347,16.949692
348,38.410946
349,49.886906
350,48.74888
351,48.060772
352,30.918837
353,17.642807
354,26.243523
355,16.51683
356,15.237743
357,20.702066
358,34.851475
359,44.12459
360,44.965282
361,50.392567
362,16.890207
363,24.865576
364,17.70929
365,16.945848
366,13.024719
367,24.132315
368,42.11095
369,50.508144
370,49.371727
371,48.07527
372,47.747746
373,15.85328
374,17.994753
375,10.070062
376,19.903124
377,34.595795
378,38.792435
379,48.67691
380,28.842253
381,16.983088
382,16.321983
383,27.689888
384,48.235
385,47.729942
386,47.070026
387,44.19066
388,41.334152
389,36.831814
390,33.129967
391,33.666687
392,49.035892
393,49.680893
394,46.71894
395,16.910566
396,19.452696
397,32.01181
398,23.882845
399,16.475052
400,13.405511
401,37.484417
402,39.01837
403,49.911163
404,47.949814
405,46.37483
406,30.007036
407,14.228631
408,18.315016
409,18.012432
410,18.05906
411,10.929722
412,44.535847
413,39.983936
414,44.46342
415,49.018337
416,48.466507
417,47.902607
418,48.02875
419,30.459808
420,16.189318
421,11.435741
422,44.329723
423,40.145267
424,49.10315
425,49.295113
426,47.99781
427,38.431602
428,29.63994
429,40.32891
430,41.927948
431,47.49957
432,47.78539
433,43.937588
434,28.776821
435,32.512062
436,27.262838
437,25.131008
438,48.377247
439,48.598904
440,48.937008
441,42.61622
442,35.298634
443,36.9457
444,32.484848
445,35.6011
446,29.036032
447,33.564007
448,46.775627
449,45.9495
450,46.62856
451,47.352955
452,45.415127
453,45.09552
454,44.533295
455,42.154236
456,42.199337
457,44.543613
458,49.413525
459,49.071747
460,37.924004
461,27.103779
462,28.577003
463,27.129055
464,34.28794
465,40.045807
466,46.788532
467,47.503685
468,47.589874
469,46.40576
470,24.440126
471,29.664667
472,28.649908
473,24.939705
474,18.144234
475,29.189995
476,47.7883
477,46.484226
478,40.240585
479,29.95549
480,27.598991
481,25.261677
482,29.664492
483,47.933018
484,46.766212
485,46.37399
486,35.483204
487,39.195442
488,29.438051
489,18.848577
490,16.143345
491,38.43035
492,44.619366
493,47.242535
494,46.943542
495,46.214478
496,24.473045
497,34.504322
498,42.739166
499,48.202152
500,49.261738
501,49.362885
502,49.32405
503,48.592747
504,38.445644
505,39.070805
506,31.921015
507,30.72886
508,30.56183
509,43.803734
510,46.06788
511,45.813725
512,45.173122
513,44.68236
514,45.074158
515,43.5742
516,43.66514
517,42.534367
518,48.11869
519,47.99971
520,17.469173
521,23.59456
522,21.908531
523,21.280394
524,14.512508
525,47.164837
526,47.914543
527,47.851566
528,47.708572
529,30.082571
530,21.242455
531,25.878668
532,20.777311
533,18.987259
534,15.587825
535,47.531948
536,29.810139
537,16.883146
538,17.705456
539,19.525822
540,18.019054
541,15.3629
542,45.188095
543,43.544838
544,48.703922
545,44.471447
546,13.86091
547,19.067368
548,20.366518
549,23.583126
550,20.371521
551,40.822895
552,41.434326
553,47.80178
554,48.350437
555,44.995518
556,28.297802
557,17.004198
558,20.977493
559,22.937447
560,18.0779
561,19.928404
562,19.43485
563,18.064928
564,15.652957
565,10.710773
566,44.469765
567,38.2772
568,42.76666
569,50.362423
570,49.466953
571,33.30173
572,42.707325
573,47.16518
574,47.548622
575,48.031986
576,47.673428
577,44.35652
578,42.53882
579,43.66223
580,43.12917
581,37.492252
582,49.26882
583,49.191933
584,14.923405
585,17.71924
586,25.022072
587,23.203167
588,18.143456
589,18.877592
590,18.83084
591,17.594646
592,47.01179
593,48.47663
594,48.57433
595,46.30594
596,44.908554
597,30.776094
598,25.969269
599,21.621267
600,15.544197
601,47.89801
602,47.518036
603,44.70833
604,14.17766
605,18.178543
606,36.663975
607,39.902046
608,49.10107
609,49.63215
610,48.698048
611,47.225956
612,43.369724
613,15.653526
614,17.927456
615,16.757622
616,15.733019
617,16.35583
618,11.626263
619,19.14378
620,40.92553
621,51.441338
622,50.76716
623,49.797577
624,46.032898
625,24.207516
626,19.05623
627,16.98378
628,17.05002
629,11.527626
630,22.975523
631,48.908955
632,47.5508
633,46.686905
634,41.187126
635,28.965952
636,23.466486
637,48.956257
638,49.460075
639,48.047752
640,41.9502
641,42.801884
642,42.59098
643,40.907074
644,39.136837
645,39.404564
646,39.898296
647,47.02543
648,47.218323
649,48.98182
650,46.95845
651,18.505304
652,19.773565
653,12.237305
654,21.006414
655,46.972923
656,47.686695
657,47.55745
658,46.57053
659,46.220654
660,44.507652
661,15.745542
662,22.179688
663,16.54938
664,16.891317
665,20.91794
666,18.013866
667,9.853561
668,44.197147
669,38.64891
670,43.94272
671,48.348976
672,43.65429
673,23.089682
674,15.718129
675,35.218117
676,46.92861
677,46.835793
678,49.225693
679,14.507034
680,23.736927
681,21.00033
682,22.494886
683,19.258835
684,43.401985
685,47.525555
686,47.58271
687,48.20987
688,44.95896
689,24.88638
690,16.886742
691,20.793993
692,16.241613
693,15.905477
694,49.436375
695,48.917137
696,39.494568
697,26.51009
698,23.393465
699,19.483063
700,17.569553
701,16.805466
702,40.94951
703,46.298573
704,48.337902
705,47.75068
706,46.9044
707,45.86598
708,42.974297
709,41.732002
710,41.76131
711,42.014515
712,42.152225
713,41.191406
714,38.905785
715,44.74492
716,38.873573
717,46.528004
718,48.113495
719,27.94969
720,10.95439
721,12.532508
722,11.242712
723,44.365997
724,44.3228
725,46.046116
726,45.626163
727,24.922625
728,15.759151
729,15.273346
730,9.715051
731,42.61948
732,48.10566
733,49.1838
734,42.90519
735,11.365717
736,13.178854
737,14.557696
738,11.902841
739,6.258652
740,32.774754
741,41.60303
742,48.208633
743,49.12752
744,48.026936
745,26.796135
746,18.68384
747,19.028921
748,17.913986
749,16.984621
750,18.785973
751,16.61573
752,40.09447
753,48.975197
754,48.69707
755,47.64667
756,47.277138
757,14.349091
758,19.30971
759,18.935635
760,16.950907
761,10.351094
762,21.11822
763,44.07705
764,35.090008
765,38.924355
766,49.827553
767,49.139744
768,42.461178
769,19.643024
770,19.301456
771,21.024319
772,33.483047
773,46.171463
774,47.767544
775,47.757996
776,47.370377
777,47.100983
778,42.27861
779,37.284576
780,46.99915
781,46.97108
782,49.03298
783,17.548197
784,18.879313
785,17.153692
786,14.922151
787,13.862566
788,10.21132
789,23.36067
790,48.644775
791,48.608223
792,47.635185
793,48.26883
794,19.158897
795,18.640759
796,13.639066
797,11.49726
798,22.767847
799,47.383644
800,25.679276
801,13.652426
802,16.03068
803,14.103372
804,14.804522
805,12.723033
806,34.83137
807,40.828056
808,47.483505
809,47.357082
810,48.03147
811,47.525383
812,26.302158
813,12.171624
814,19.011461
815,17.335588
816,15.697747
817,42.39901
818,34.268963
819,50.11277
820,48.301346
821,32.973125
822,37.646572
823,25.60465
824,25.485853
825,25.830706
826,48.657917
827,47.935333
828,35.38572
829,36.37372
830,35.942585
831,33.856476
832,42.982235
833,39.4
834,47.26483
835,46.96037
836,45.897537
837,43.153866
838,37.50934
839,37.520706
840,47.78591
841,48.377155
842,48.11919
843,39.101357
844,28.867508
845,21.100775
846,32.542957
847,40.81438
848,48.14964
849,48.12699
850,47.55255
851,14.870446
852,28.611168
853,28.3041
854,26.057205
855,27.262486
856,22.177092
857,42.35578
858,45.903896
859,47.87269
860,47.526375
861,46.994514
862,17.067417
863,25.175531
864,23.271301
865,20.766298
866,27.480167
867,45.46164
868,42.14132
869,48.840126
870,47.314575
871,33.449696
872,29.44396
873,25.531752
874,45.571686
875,46.463737
876,47.978638
877,47.994984
878,47.716267
879,19.28257
880,14.435573
881,12.356308
882,23.561594
883,44.673145
884,40.739113
885,46.580517
886,48.1017
887,47.429153
888,48.953987
889,48.437977
890,43.91514
891,29.40038
892,30.008738
893,29.114815
894,38.080135
895,47.372646
896,46.34851
897,45.585735
898,45.47906
899,44.708008
900,46.05543
901,47.25206
902,45.809998
903,28.258228
904,17.05438
905,21.842854
906,23.244114
907,18.643803
908,18.39493
909,13.395114
910,36.535675
911,44.761555
912,47.11032
913,46.714176
914,46.33093
915,25.181534
916,22.733204
917,17.028667
918,20.066853
919,13.126402
920,48.17089
921,48.95201
922,48.16824
923,13.037311
924,20.284105
925,18.30286
926,15.005712
927,17.48636
928,12.827425
929,10.396512
930,19.441467
931,36.378727
932,45.46092
933,48.111393
934,15.28545
935,19.365364
936,17.215292
937,15.739371
938,11.372765
939,19.287481
940,43.77221
941,48.403477
942,48.644604
943,47.402008
944,47.088814
945,28.279068
946,14.894963
947,26.398323
948,24.686365
949,17.220884
950,40.22464
951,47.778965
952,48.579456
953,46.33053
954,38.655064
955,24.51938
956,24.502811
957,15.089876
958,40.878555
959,36.793877
960,45.79803
961,47.247265
962,48.435997
963,46.047405
964,43.73789
965,42.232254
966,42.973732
967,40.742508
968,41.82075
969,42.460487
970,40.122574
971,38.28671
972,47.14144
973,13.521118
974,17.698624
975,23.67331
976,15.749935
977,18.580368
978,18.09774
979,14.251532
980,12.257436
981,25.957193
982,45.34462
983,48.449055
984,48.96065
985,47.328556
986,26.843296
987,15.47063
988,13.374482
989,9.658446
990,36.603973
991,45.321198
992,49.820297
993,48.044804
994,47.054623
995,46.951637
996,26.829584
997,14.338483
998,17.465994
999,22.075645
1000,18.859224
1001,15.3134165
1002,16.495586
1003,9.654816
1004,21.469795
1005,45.245464
1006,48.596462
1007,47.030373
1008,44.737316
1009,28.681168
1010,18.43869
1011,19.42252
1012,13.584505
1013,12.524868
1014,44.537327
1015,48.382328
1016,47.69055
1017,27.79857
1018,18.646212
1019,26.494576
1020,14.91805
1021,14.274714
1022,10.171419
1023,39.54067
1024,45.38556
1025,38.350933
1026,50.11629
1027,28.86662
1028,19.100843
1029,19.461138
1030,19.501577
1031,18.23527
1032,17.98106
1033,40.819603
1034,40.098377
1035,45.193043
1036,47.662502
1037,47.983547
1038,43.71371
1039,40.117702
1040,41.990913
1041,40.783367
1042,38.623463
1043,38.824684
1044,45.37665
1045,40.364246
1046,38.324947
1047,47.995975
1048,47.44314
1049,47.703377
1050,27.695189
1051,22.727589
1052,14.825912
1053,12.382625
1054,43.43596
1055,48.55193
1056,48.218094
1057,46.4144
1058,44.362255
1059,15.282792
1060,18.40008
1061,17.399704
1062,10.027344
1063,37.531006
1064,45.693844
1065,41.757145
1066,49.45861
1067,48.054123
1068,48.642727
1069,47.470875
1070,46.85979
1071,44.608337
1072,14.197453
1073,15.744104
1074,13.800959
1075,22.563837
1076,38.07853
1077,48.659576
1078,45.67245
1079,15.047885
1080,17.60813
1081,17.297726
1082,18.145233
1083,11.930789
1084,44.991444
1085,37.876007
1086,42.666927
1087,47.196667
1088,16.75972
1089,9.588376
1090,36.375874
1091,38.084682
1092,49.15925
1093,47.640846
1094,46.882843
1095,39.930138
1096,25.083397
1097,22.39622
1098,15.391504
1099,15.8019495
1100,15.698399
1101,31.044506
1102,40.93987
1103,41.012287
1104,33.09903
1105,33.420834
1106,48.26205
1107,46.963497
1108,45.00058
1109,42.896595
1110,40.156857
1111,38.69887
1112,36.68548
1113,42.328857
1114,43.00624
1115,48.19089
1116,47.744034
1117,47.873226
1118,28.17979
1119,20.927906
1120,39.86513
1121,41.016644
1122,43.72661
1123,49.219013
1124,46.04265
1125,28.705376
1126,28.339842
1127,27.612867
1128,30.968376
1129,36.800518
1130,44.255173
1131,47.62836
1132,46.49078
1133,45.130676
1134,28.480095
1135,16.37418
1136,20.662226
1137,19.331837
1138,20.865345
1139,14.171412
1140,46.69461
1141,43.108204
1142,48.3358
1143,49.499054
1144,47.6621
1145,28.039043
1146,18.151585
1147,18.269857
1148,45.131348
1149,43.520332
1150,14.561209
1151,19.525295
1152,20.32244
1153,16.818365
1154,17.236235
1155,13.557109
1156,11.498644
1157,20.672234
1158,38.749664
1159,34.229134
1160,48.000847
1161,48.162376
1162,49.2412
1163,47.532234
1164,28.360178
1165,22.297173
1166,21.375668
1167,19.016428
1168,44.836433
1169,47.396263
1170,45.046722
1171,41.295185
1172,38.36352
1173,37.22184
1174,45.07408
1175,48.632805
1176,48.56118
1177,27.98906
1178,15.417664
1179,17.829372
1180,21.79943
1181,21.199106
1182,12.658858
1183,44.475296
1184,44.1734
1185,46.19704
1186,45.672146
1187,45.419952
1188,25.857447
1189,16.110714
1190,15.765192
1191,17.533314
1192,38.295628
1193,46.21621
1194,47.739292
1195,46.80585
1196,46.192932
1197,44.224022
1198,25.279247
1199,41.475193
1200,48.348587
1201,47.764183
1202,41.985626
1203,13.398871
1204,20.58674
1205,17.031424
1206,17.893185
1207,7.9685664
1208,20.995827
1209,33.28572
1210,46.56735
1211,44.1517
1212,20.392033
1213,20.388863
1214,19.356272
1215,18.109673
1216,46.869236
1217,47.60678
1218,47.739258
1219,41.41699
1220,24.4308
1221,22.859035
1222,19.315907
1223,19.68508
1224,18.37485
1225,18.026218
1226,16.131931
1227,41.386047
1228,36.958607
1229,38.21802
1230,48.079937
1231,47.85608
1232,41.87125
1233,41.774696
1234,37.981087
1235,47.61389
1236,13.834267
1237,19.198717
1238,17.899836
1239,13.687497
1240,23.28475
1241,46.871788
1242,41.737995
1243,44.029118
1244,49.282696
1245,47.36478
1246,18.217552
1247,23.611952
1248,24.851149
1249,11.963165
1250,45.958122
1251,49.65311
1252,47.521534
1253,47.69481
1254,26.488552
1255,12.974955
1256,14.214436
1257,40.954826
1258,47.190723
1259,46.969543
1260,46.676453
1261,45.020283
1262,27.709055
1263,20.832836
1264,16.442432
1265,16.806591
1266,14.323664
1267,15.26828
1268,22.296219
1269,48.498386
1270,47.655296
1271,48.17245
1272,44.883778
1273,13.424599
1274,15.859629
1275,18.325033
1276,18.57985
1277,12.712528
1278,19.86624
1279,37.351406
1280,44.259632
1281,36.353462
1282,46.692005
1283,47.55228
1284,47.616066
1285,25.552696
1286,26.337578
1287,24.866707
1288,24.430988
1289,19.197128
1290,35.816746
1291,48.574226
1292,47.380116
1293,42.495834
1294,43.456905
1295,43.292763
1296,41.621746
1297,38.572933
1298,45.083088
1299,46.800114
1300,47.400944
1301,45.538124
1302,23.465513
1303,12.704885
1304,23.334595
1305,47.88949
1306,48.34264
1307,48.146633
1308,47.907898
1309,37.39254
1310,29.482214
1311,31.53403
1312,25.359241
1313,24.951715
1314,19.813
1315,32.31639
1316,39.09885
1317,38.948887
1318,41.60137
1319,46.26403
1320,47.858395
1321,46.03363
1322,15.373281
1323,17.006918
1324,22.322536
1325,23.545849
1326,47.80861
1327,23.410744
1328,19.322361
1329,16.485548
1330,16.67487
1331,11.261919
1332,22.082417
1333,39.79082
1334,39.42194
1335,47.252136
1336,47.04796
1337,46.23151
1338,17.937868
1339,20.096272
1340,21.143475
1341,18.578363
1342,49.70711
1343,48.646942
1344,41.78793
1345,28.98383
1346,25.020203
1347,18.145735
1348,16.279715
1349,43.503204
1350,41.651943
1351,40.752712
1352,42.210323
1353,40.856327
1354,41.31995
1355,36.990044
1356,42.730106
1357,39.250492
1358,47.375603
1359,28.60749
1360,26.54295
1361,23.400757
1362,16.888182
1363,16.008793
1364,17.877672
1365,16.219107
1366,13.2035265
1367,42.22292
1368,47.77501
1369,25.739605
1370,26.362444
1371,15.679068
1372,10.219066
1373,37.568348
1374,47.76078
1375,47.68796
1376,48.213547
1377,26.278868
1378,16.31837
1379,40.259212
1380,42.045002
1381,47.17298
1382,18.656643
1383,10.751671
1384,37.90125
1385,43.226345
1386,41.603394
1387,47.341106
1388,47.77573
1389,45.43497
1390,14.367774
1391,17.548424
1392,19.261244
1393,14.931899
1394,15.067577
1395,12.588889
1396,41.621704
1397,48.928036
1398,48.14054
1399,48.855225
1400,25.817438
1401,26.409657
1402,45.379135
1403,45.21686
1404,44.720886
1405,43.31917
1406,42.732235
1407,42.653507
1408,45.949955
1409,43.90563
1410,44.832375
1411,45.016323
1412,45.99537
1413,47.469215
1414,10.949813
1415,23.650295
1416,40.486282
1417,47.106464
1418,47.009754
1419,47.2748
1420,14.788928
1421,19.394236
1422,18.067646
1423,14.116194
1424,14.283102
1425,10.933364
1426,9.891408
1427,23.16799
1428,41.041298
1429,45.432407
1430,46.31605
1431,45.664307
1432,44.688942
1433,41.879696
1434,17.774273
1435,15.789036
1436,16.22967
1437,22.466042
1438,11.798815
1439,22.681173
1440,35.741634
1441,43.362682
1442,46.72741
1443,46.74715
1444,42.47857
1445,24.474375
1446,16.79305
1447,42.082214
1448,45.829147
1449,43.820923
1450,24.816845
1451,13.733673
1452,14.765304
1453,15.456518
1454,10.651113
1455,39.291813
1456,39.004185
1457,46.49102
1458,47.44343
1459,46.17722
1460,19.70754
1461,15.164893
1462,22.55909
1463,35.439278
1464,44.785023
1465,47.530582
1466,47.13447
1467,45.150692
1468,42.257042
1469,43.00657
1470,43.2028
1471,43.575336
1472,46.502613
1473,46.218124
1474,12.342277
1475,14.658056
1476,15.255457
1477,12.285852
1478,39.628345
1479,39.01289
1480,47.42903
1481,47.37721
1482,47.698055
1483,25.911982
1484,24.67818
1485,24.877678
1486,17.764824
1487,13.736195
1488,11.072445
1489,10.001713
1490,21.433609
1491,35.39947
1492,46.34346
1493,46.201656
1494,45.291153
1495,41.053978
1496,20.61939
1497,19.454714
1498,19.38761
1499,12.150813
1500,23.05724
1501,37.45441
1502,44.797283
1503,48.155533
1504,47.814453
1505,43.94908
1506,16.388899
1507,20.187725
1508,20.920221
1509,16.990913
1510,16.887754
1511,12.077494
1512,10.529842
1513,38.901344
1514,45.111877
1515,38.77923
1516,43.779594
1517,23.23182
1518,10.07673
1519,38.03787
1520,35.970673
1521,47.801247
1522,47.313923
1523,23.767622
1524,22.232555
1525,19.945955
1526,21.273771
1527,15.36008
1528,37.966877
1529,32.701546
1530,45.80862
1531,46.85605
1532,38.78793
1533,40.17719
1534,44.015965
1535,43.39303
1536,36.753452
1537,48.06831
1538,47.58928
1539,47.70898
1540,46.788727
1541,44.180378
1542,30.276985
1543,27.570076
1544,28.500702
1545,28.378674
1546,27.949656
1547,40.75945
1548,47.664738
1549,47.40892
1550,46.757744
1551,44.250065
1552,25.99321
1553,22.830696
1554,20.07287
1555,17.701904
1556,9.963503
1557,24.15039
1558,39.640907
1559,48.165207
1560,49.294098
1561,49.21611
1562,49.326584
1563,11.692997
1564,16.991087
1565,11.490717
1566,11.351827
1567,24.35656
1568,45.77384
1569,46.275963
1570,19.596252
1571,18.245205
1572,14.933373
1573,14.98875
1574,12.335102
1575,21.38397
1576,43.589954
1577,42.542995
1578,48.155415
1579,47.319687
1580,45.471756
1581,43.986797
1582,23.38953
1583,16.152832
1584,12.804415
1585,12.954272
1586,38.432766
1587,45.031998
1588,33.50602
1589,36.25962
1590,48.528217
1591,47.16853
1592,46.766373
1593,40.851295
1594,27.375067
1595,17.006968
1596,13.315258
1597,36.47245
1598,40.551987
1599,34.09797
1600,43.844257
1601,44.731964
1602,46.11304
1603,45.40929
1604,35.939972
1605,41.097404
1606,44.20536
1607,42.322983
1608,35.031822
1609,46.450848
1610,46.781067
1611,45.954807
1612,45.098423
1613,18.010336
1614,18.672224
1615,18.653116
1616,18.425661
1617,37.858414
1618,40.078716
1619,46.591125
1620,46.989223
1621,46.0049
1622,46.080433
1623,45.4928
1624,43.90897
1625,24.82092
1626,16.894876
1627,26.460476
1628,24.419008
1629,18.035818
1630,11.998859
1631,46.469135
1632,47.00715
1633,45.948627
1634,46.159073
1635,44.956364
1636,42.921207
1637,15.557302
1638,21.897274
1639,21.171854
1640,17.877218
1641,12.207048
1642,25.946486
1643,39.28644
1644,40.80707
1645,47.302628
1646,47.688004
1647,46.409206
1648,20.167397
1649,18.360939
1650,19.437563
1651,16.108438
1652,11.917538
1653,25.632269
1654,38.333
1655,38.07497
1656,49.116947
1657,44.27021
1658,12.609803
1659,21.600695
1660,19.884045
1661,16.502733
1662,19.013258
1663,17.773863
1664,16.62976
1665,34.67752
1666,46.824574
1667,37.641174
1668,24.978725
1669,21.558289
1670,19.947714
1671,16.326363
1672,39.436024
1673,30.428017
1674,32.11193
1675,45.47517
1676,46.90505
1677,46.37201
1678,33.66078
1679,44.84878
1680,45.471832
1681,47.77376
1682,49.35119
1683,47.233616
1684,37.04299
1685,31.747929
1686,34.307835
1687,28.339464
1688,29.3083
1689,29.263302
1690,19.509298
1691,31.07524
1692,43.534027
1693,40.46236
1694,46.25327
1695,47.66767
1696,45.303795
1697,11.857176
1698,20.717834
1699,21.536232
1700,42.728165
1701,46.55209
1702,26.99132
1703,13.371497
1704,14.268273
1705,20.281952
1706,16.778923
1707,13.065852
1708,24.494698
1709,39.260796
1710,42.66638
1711,49.811634
1712,48.72686
1713,44.57288
1714,20.22008
1715,20.68412
1716,18.820663
1717,13.191275
1718,44.221478
1719,40.769695
1720,47.929604
1721,45.278374
1722,43.17525
1723,23.076122
1724,17.797985
1725,18.934168
1726,36.912575
1727,44.350243
1728,49.12645
1729,38.95228
1730,15.489196
1731,11.977069
1732,41.31588
1733,47.872734
1734,48.40288
1735,47.772625
1736,42.108196
1737,39.52737
1738,41.28982
1739,44.332718
1740,42.652134
1741,42.797688
1742,38.52269
1743,42.801285
1744,34.757584
1745,41.867233
1746,12.521614
1747,15.840451
1748,22.663141
1749,39.343494
1750,38.610386
1751,47.12074
1752,48.472908
1753,16.479
1754,20.594963
1755,21.760574
1756,19.348963
1757,41.463406
1758,47.67199
1759,47.182064
1760,47.673172
1761,47.011833
1762,45.403133
1763,14.5248
1764,16.677343
1765,22.333595
1766,26.005192
1767,48.48273
1768,47.87395
1769,47.916496
1770,25.953018
1771,23.10217
1772,17.200134
1773,48.27974
1774,46.906628
1775,47.145107
1776,46.14027
1777,45.280487
1778,9.529596
1779,16.972914
1780,18.103888
1781,16.033665
1782,22.810598
1783,37.02014
1784,40.9906
1785,42.273685
1786,39.54956
1787,30.721033
1788,24.281984
1789,21.819511
1790,21.817505
1791,26.422413
1792,24.404255
1793,18.989588
1794,40.781975
1795,37.816986
1796,35.466045
1797,45.247574
1798,45.37131
1799,45.029373
1800,44.664597
1801,43.384296
1802,45.563732
1803,39.27169
1804,39.852325
1805,40.645576
1806,37.460644
1807,43.167976
1808,42.21415
1809,44.20242
1810,44.22968
1811,42.85881
1812,42.921616
1813,41.51042
1814,13.671738
1815,19.994884
1816,23.558546
1817,15.338778
1818,24.160868
1819,40.45303
1820,43.660397
1821,48.018738
1822,46.651234
1823,16.386414
1824,17.084394
1825,21.621721
1826,19.83557
1827,24.08771
1828,25.899788
1829,43.636192
1830,37.23181
1831,48.096287
1832,45.14228
1833,43.79509
1834,33.28931
1835,14.880137
1836,18.275614
1837,17.360853
1838,18.797842
1839,18.530626
1840,23.6968
1841,38.068768
1842,39.03223
1843,45.20159
1844,18.327097
1845,15.123759
1846,18.273056
1847,13.860305
1848,38.017326
1849,47.389473
1850,46.59955
1851,44.347206
1852,22.480753
1853,22.309896
1854,18.444046
1855,22.331022
1856,20.300253
1857,39.206375
1858,32.439972
1859,48.97741
1860,47.204037
1861,29.825464
1862,33.208656
1863,24.014576
1864,25.50882
1865,47.344242
1866,47.778114
1867,45.757645
1868,42.93028
1869,42.60729
1870,36.316128
1871,36.304234
1872,42.27899
